ID,loan_limit,Gender,approv_in_adv,loan_type,loan_purpose,Credit_Worthiness,open_credit,business_or_commercial,loan_amount,rate_of_interest,Interest_rate_spread,Upfront_charges,term,Neg_ammortization,interest_only,lump_sum_payment,property_value,construction_type,occupancy_type,Secured_by,total_units,income,credit_type,Credit_Score,co-applicant_credit_type,age,submission_of_application,LTV,Region,Security_Type,Status
85640,0,3,0,1,0,0,0,0,-1.6015758494828791,4.045968225309774,0.4462214556572678,-0.0008669150627598,0.4242137787824757,1,1,1,-1.6297376694381778,1,1,0,0,-0.9479701233958604,1,-0.9301967186171624,0,4,1,1.3983664668319218,2,1,1
118134,0,1,0,0,0,0,0,1,2.2567967843553576,3.99,0.457,-0.490404395712268,0.4242137787824757,1,1,1,1.2359102153161312,1,1,0,0,2.1295162684436177,3,-0.8352570842800374,1,2,0,0.944242665288608,3,1,0
38141,0,0,0,1,0,0,0,0,-0.7575568358307649,4.25,0.8604,-1.019149576381394,0.4242137787824757,1,1,1,-0.1969137270610232,1,1,0,0,-0.1949681339032221,0,-0.9129349669195034,0,1,0,-1.5029746172522347,1,1,0
130209,0,2,0,0,3,0,0,1,-0.5164085462158751,4.045968225309774,0.4462214556572678,-0.0008669150627598,-2.6722738852543726,1,1,0,-0.001947176924081,1,1,0,0,-0.3586642185755348,2,-0.5072838020245143,1,5,1,0.0008370771811712,3,1,1
41330,0,3,0,0,0,0,0,1,0.6290458294548514,4.045968225309774,0.4462214556572678,-0.0008669150627598,0.4242137787824757,1,1,1,-0.001947176924081,1,1,0,0,1.409253495885442,2,-0.300142781652605,1,2,1,0.0008370771811712,3,1,1
160283,0,1,0,1,3,0,0,0,0.5084716846474066,3.375,0.3592,-0.0008669150627598,0.4242137787824757,1,1,1,-0.0377110667968949,1,1,0,0,-0.0001963155942389,3,0.6147300583233276,1,5,1,0.899980022548031,3,1,0
32147,1,0,1,1,3,0,0,0,0.6893329018585739,4.045968225309774,0.4462214556572678,-0.0008669150627598,0.4242137787824757,1,1,1,-0.001947176924081,1,1,0,0,-1.7500809382901923,2,1.2102604918925668,1,5,0,0.0008370771811712,3,1,1
94784,0,2,0,0,2,0,0,1,0.9304811914734636,4.625,0.266,-0.7761896384576671,0.4242137787824757,1,1,1,1.036906889985971,1,0,0,0,0.672621114860035,1,1.0376429749159757,0,4,0,-0.4413266070691439,0,1,0
130177,0,3,0,1,2,0,0,0,-1.1192792702530996,3.5,1.4826,-0.24061264570183,-1.6401113305754231,0,0,1,-1.112329023579761,1,1,0,0,-1.0625573826664794,1,0.7010388168116232,0,5,1,-0.0295844638422084,3,1,0
56493,0,1,0,0,3,0,0,1,-0.2752602566009853,4.045968225309774,0.4462214556572678,-0.0008669150627598,0.4242137787824757,1,1,1,0.7583022345237465,1,1,0,0,-1.046187774199248,1,-0.6022234363616394,1,4,1,-1.7901080698464409,3,1,1
138649,0,1,0,0,2,0,0,1,0.9304811914734636,4.045968225309774,0.4462214556572678,-0.0008669150627598,0.4242137787824757,1,1,1,0.2806942537313616,1,1,0,0,1.1964485858114355,0,-0.1879413956178208,1,6,1,0.8892341433002915,2,1,1
144897,0,0,0,1,2,0,0,0,-0.9987051254456548,3.875,1.1826,-0.0231107661588825,0.4242137787824757,0,1,1,-1.152129688645793,1,1,0,0,0.0342063846380155,3,0.2522332726724864,0,4,1,0.8519674148274834,0,1,0
113232,1,0,0,0,2,0,0,1,2.07593556714419,5.375,1.441,3.146958177031716,0.4242137787824757,1,1,1,1.7135181961085162,1,1,0,0,1.1146005434752793,3,1.460555891508624,0,2,0,0.0633259037337847,3,1,0
101034,0,3,0,0,2,0,0,1,-1.1192792702530996,4.375,0.5702,-0.1630180903337146,0.4242137787824757,1,1,1,-0.3959170523911836,1,1,0,0,-1.2098838588715608,0,0.0796157556958953,0,2,1,-2.073821940713064,3,1,0
109371,1,3,0,0,2,0,0,1,3.100815798007472,4.045968225309774,0.4462214556572678,-0.0008669150627598,0.4242137787824757,1,1,1,-0.001947176924081,1,1,0,0,1.360144670483748,2,0.355803782858441,1,2,1,0.0008370771811712,3,1,1
147967,0,3,0,0,3,0,0,1,0.6290458294548514,4.18,0.183,0.6273171365159467,0.4242137787824757,1,1,1,0.5990995742596181,1,1,0,0,-0.2768161762393785,3,1.1066899817066125,1,2,1,-0.2364280283900015,3,1,0
35630,0,3,1,2,3,0,0,1,0.8701941190697412,2.99,-0.6847,0.3047042170837892,0.4242137787824757,1,1,1,0.7583022345237465,1,1,0,0,-0.0001963155942389,1,1.244783995287885,1,5,1,-0.1279988272790187,3,1,0
154503,0,0,0,0,0,0,0,1,0.3878975398399616,4.18,0.1223,0.4017089971821531,0.4242137787824757,1,1,1,0.0418902633351691,1,1,0,0,1.3110358450820545,3,1.693589539427022,1,4,1,0.4453757888213842,3,1,0
33557,1,1,0,2,3,0,0,1,2.497945073970248,3.75,-0.0072,-1.2203153535349762,0.4242137787824757,1,0,1,1.554315535844388,1,1,0,0,-0.0001963155942389,3,-0.5245455537221735,1,2,0,0.7321136485035483,0,1,0
99475,0,2,0,0,2,0,0,1,0.1467492502250718,3.625,0.0646,-0.3717031089416925,0.4242137787824757,1,0,1,-0.1173123969289591,1,1,0,0,-0.1785985254359909,3,-1.594774158977038,0,2,0,0.3447496202408356,0,1,0
45646,0,1,0,0,3,1,0,1,1.4730648431069655,4.25,0.075,-1.1434429851992036,0.4242137787824757,1,1,1,1.036906889985971,1,1,0,0,0.4761858132532598,3,-1.4135257661516174,1,5,0,0.2702849417658573,3,1,0
81301,0,1,1,0,0,0,0,1,-0.0943990393898179,3.99,0.2095,0.7299758300653817,0.4242137787824757,1,1,1,-0.3163157222591194,1,1,0,0,0.8035779825978852,3,1.477817643206283,1,4,1,0.3381448056369571,2,1,0
58824,0,3,0,1,2,0,0,0,-1.058992197849377,4.045968225309774,0.4462214556572678,-0.0008669150627598,0.4242137787824757,1,1,1,-0.001947176924081,1,1,0,0,-1.0952965996009418,2,-0.8870423393730147,1,2,1,0.0008370771811712,3,1,1
147402,0,2,0,0,3,0,0,1,-1.1192792702530996,4.045968225309774,0.4462214556572678,-0.0008669150627598,-2.6722738852543726,1,1,1,-0.001947176924081,1,1,0,0,-1.0789269911337105,2,1.6504351601828742,1,6,1,0.0008370771811712,3,1,1
167994,0,2,1,2,0,0,0,1,-0.8178439082344874,3.99,0.3667,0.3307454318382787,0.4242137787824757,1,1,1,-1.112329023579761,1,1,0,0,-0.7679044302563165,1,-1.2926935042680037,0,6,1,1.501305628435491,0,1,0
132187,0,2,0,0,2,0,0,1,-0.2149731841972628,4.375,0.721,-0.6469838130348283,0.4242137787824757,1,1,1,-0.3959170523911836,1,1,0,0,-0.5223603032478474,0,-1.4394183936981062,0,2,0,0.272433527149872,0,1,0
161997,0,1,0,2,0,0,0,1,-0.5766956186195975,4.045968225309774,0.4462214556572678,-0.0008669150627598,0.4242137787824757,1,1,1,-0.001947176924081,1,1,0,0,-0.8170132556580103,2,0.9685959681253392,1,6,1,0.0008370771811712,0,1,1
71202,0,1,0,0,3,0,0,1,0.3276104674362391,4.045968225309774,0.4462214556572678,-0.0008669150627598,0.4242137787824757,1,1,1,-0.001947176924081,1,1,0,0,-0.4568818693789224,2,-1.6638211657676745,1,4,0,0.0008370771811712,0,1,1
148047,0,1,1,0,1,0,0,1,0.1467492502250718,4.75,1.2804,-0.0008669150627598,0.4242137787824757,1,1,1,1.4747142057123237,1,1,0,0,-0.6369475625184664,1,0.9772268439741688,1,5,1,-1.828837031701812,0,1,0
26925,0,1,0,2,0,0,0,1,0.2673233950325167,3.25,-0.518,-1.2203153535349762,0.4242137787824757,1,1,1,-0.3959170523911836,1,1,0,0,0.6398818979255725,1,0.2522332726724864,1,5,0,1.523769776254654,0,1,0
98001,0,0,0,0,3,0,0,1,2.1965097119516352,4.375,0.0001,2.564408131471659,0.4242137787824757,1,1,1,2.111524846768837,1,1,0,0,0.6562515063928037,3,-0.4209750435362188,0,4,0,-0.2494006465286005,3,1,0
37566,0,2,1,1,3,0,0,0,0.2673233950325167,4.045968225309774,0.4462214556572678,-0.0008669150627598,0.4242137787824757,1,1,1,-0.001947176924081,1,1,0,0,0.0178367761707843,2,-0.2483575265596277,1,4,1,0.0008370771811712,3,1,1
42417,1,2,1,0,3,0,0,1,0.2673233950325167,3.75,0.211,3.486285671201739,-0.6079487758964737,1,1,1,0.4000962489294578,1,1,0,0,0.4761858132532598,0,1.33972362962501,0,4,1,-0.4947809953383906,0,1,0
30525,0,0,0,0,2,0,0,1,-0.9384180530419324,3.5,0.4925,0.6397410706498919,-2.6722738852543726,1,1,1,-0.9929270283816648,1,1,0,0,-0.8661220810597041,1,1.167106112648419,0,4,1,0.1874086730822822,0,1,0
167339,0,2,0,1,0,0,0,0,-0.8178439082344874,4.045968225309774,0.4462214556572678,-0.0008669150627598,0.4242137787824757,1,1,0,-0.001947176924081,1,1,0,0,-1.0134485572647856,2,1.4432941398109649,1,4,1,0.0008370771811712,0,1,1
158040,0,1,0,0,3,0,0,1,0.2070363226287942,4.5,0.2046,-1.1579292074362038,0.4242137787824757,1,1,1,1.4349135406462916,1,0,0,0,0.0342063846380155,3,-0.222464899013139,1,7,0,-1.7305734551339609,0,1,0
145401,0,3,0,0,3,0,0,1,-0.9384180530419324,3.875,0.3476,0.7098936238184077,0.4242137787824757,1,1,1,-0.9531263633156326,1,1,0,0,-1.0952965996009418,1,-1.284062628419174,0,5,1,-0.0054125150591853,3,1,0
151751,0,1,1,0,2,0,0,1,-0.7575568358307649,4.375,0.9756,0.6006000782819916,0.4242137787824757,1,1,1,-0.5153190475892798,1,1,0,0,-0.8661220810597041,0,-1.7242372967094814,1,5,1,-0.8625154937012617,2,1,0
35948,0,0,0,0,2,0,0,1,0.2673233950325167,4.375,0.8826,2.249990296973363,0.4242137787824757,1,1,1,2.071724181702805,1,0,0,0,-0.7679044302563165,1,1.6245425326363854,0,2,1,-2.0736636236529304,0,1,0
56962,0,1,0,0,3,0,0,1,-0.4561214738121527,3.75,-0.2665,-1.2072541955489635,0.4242137787824757,1,1,1,0.1214915934672332,1,1,0,0,-0.7187956048546227,0,-1.154599490686731,1,6,0,-1.359737361282645,0,1,0
135162,0,3,0,0,3,0,0,1,-0.2752602566009853,4.045968225309774,0.4462214556572678,-0.0008669150627598,0.4242137787824757,1,1,1,-0.001947176924081,1,1,0,0,0.0833152100397093,2,0.916810713032362,1,2,1,0.0008370771811712,3,1,1
54013,0,2,0,0,3,0,0,1,1.4730648431069655,3.875,0.6202,-0.0776532659331157,0.4242137787824757,1,1,1,0.559298909193586,1,1,0,0,-0.064011266165372,1,-0.533176429571003,0,2,0,1.1543374465740877,3,1,0
87205,0,1,0,0,3,0,0,1,-0.8781309806382098,3.5,0.1621,0.572581538604723,0.4242137787824757,1,1,1,-0.8337243681175364,1,1,0,0,-0.8661220810597041,1,-1.3272170076633218,1,4,1,-0.2710853430044381,0,1,0
91858,0,3,0,0,3,0,0,1,0.448184612243684,4.045968225309774,0.4462214556572678,-0.0008669150627598,-0.1950837540248939,1,1,1,-0.001947176924081,1,1,0,0,0.0996848185069406,2,1.244783995287885,1,5,1,0.0008370771811712,3,1,1
62412,0,2,0,0,2,0,0,1,1.4127777707032432,4.045968225309774,0.4462214556572678,-0.0008669150627598,0.4242137787824757,1,1,1,3.34534546381583,1,1,0,0,-0.2440769593049159,3,1.356985381322669,0,2,0,-1.7599116141206963,3,1,1
121438,0,1,1,0,3,0,0,1,1.4730648431069655,4.375,0.237,-1.2203153535349762,0.4242137787824757,1,1,1,1.036906889985971,1,1,0,1,1.90034174990238,0,-1.5688815314305495,1,2,0,0.2702849417658573,0,1,0
81510,0,1,0,1,2,0,0,0,-1.2398534150605445,3.25,0.4595,-0.2845386099043459,0.4242137787824757,1,1,1,-1.2715316838438893,1,1,0,0,-1.340840726609411,0,-1.223646497477367,1,6,1,0.3221065034582401,0,1,0
87689,0,0,0,1,2,0,0,0,0.1467492502250718,4.375,0.6986,-0.3978138390254986,0.4242137787824757,1,0,1,-0.1969137270610232,1,1,0,0,0.1324240354414032,3,0.0796157556958953,0,4,1,0.5626282822052923,0,1,0
107938,0,3,0,0,2,0,0,1,-0.6369826910233201,3.375,0.8162,1.4944397685211046,-2.6722738852543726,1,1,1,-0.7541230379854723,1,1,0,0,0.0178367761707843,1,-1.3185861318144925,0,6,1,0.2738401550036284,3,1,0
93644,0,2,0,0,2,0,0,1,-0.7575568358307649,4.375,1.0924,-0.3534978165862627,0.4242137787824757,1,1,1,-0.9133256982496004,1,1,0,0,1.0000132842046603,1,-1.4135257661516174,0,5,1,0.5435344740051353,0,1,0
26828,0,3,0,0,2,0,0,1,-0.5164085462158751,4.875,1.138,-0.1624156241463052,0.4242137787824757,1,1,1,-0.2367143921270553,1,1,0,0,-0.7842740387235477,1,-0.0498473820365479,0,2,1,-0.8723244512747291,3,1,0
74909,0,0,0,0,3,0,0,1,-0.9987051254456548,3.375,0.575,-0.0651173348797164,-3.0851389071259523,1,1,1,-0.6347210427873761,1,1,0,0,-0.3586642185755348,0,-1.422156642000447,0,2,1,-1.2841190721403282,0,1,0
142264,0,1,0,2,3,0,0,1,0.8099070466660188,3.49,-0.3552,-1.2203153535349762,0.4242137787824757,1,1,1,0.1612922585332653,1,1,0,0,-0.0001963155942389,1,-0.1016326371295253,1,2,0,0.9636859579385184,0,1,0
135169,0,2,0,0,3,0,0,1,0.3276104674362391,3.99,-0.0891,-1.2203153535349762,0.4242137787824757,1,1,1,0.1612922585332653,1,1,0,0,-0.3586642185755348,1,0.5629448032303503,0,2,0,0.0572061555869864,0,1,0
72634,0,3,0,0,3,0,0,1,-0.1546861117935404,4.045968225309774,0.4462214556572678,-0.0008669150627598,0.4242137787824757,1,0,1,-0.001947176924081,1,1,0,0,0.3288593370481784,2,-0.0930017612806957,1,2,1,0.0008370771811712,3,1,1
144845,0,1,0,2,3,0,0,1,-0.3355473290047077,2.99,-0.6981,-0.7018468557164653,0.4242137787824757,1,1,1,-0.6347210427873761,1,1,0,0,-0.0001963155942389,0,0.9685959681253392,1,6,1,0.7716476235987187,0,1,0
94849,0,1,1,2,2,0,0,1,-0.2752602566009853,3.625,-0.158,-1.2203153535349762,0.4242137787824757,1,1,1,0.2408935886653295,1,1,0,0,0.5089250301877223,1,0.1486627624865317,1,2,0,-1.1945686290114153,0,1,0
72086,0,2,0,0,0,0,0,1,1.4730648431069655,3.75,0.522,-1.2203153535349762,-1.6401113305754231,1,1,1,1.3951128755802595,1,1,0,0,2.096777051509155,0,0.1314010107888726,0,4,0,-0.2225365035896056,3,1,0
117928,0,0,0,0,0,0,0,1,-0.7575568358307649,4.045968225309774,0.4462214556572678,-0.0008669150627598,0.4242137787824757,1,1,1,-0.9929270283816648,1,1,0,0,-0.4405122609116911,0,0.0709848798470657,0,5,0,0.9795389593923812,0,1,1
82002,0,3,0,2,2,0,0,1,-1.420714632271712,4.045968225309774,0.4462214556572678,-0.0008669150627598,0.4242137787824757,1,1,1,-1.4705350091740494,1,1,0,0,-1.7500809382901923,1,1.5037102707527716,0,6,1,0.8717661311193614,3,1,1
129224,0,2,0,0,2,0,0,1,1.111342408684631,4.875,1.4473,0.1758614161584917,0.4242137787824757,1,0,1,0.6787009043916823,1,1,0,0,0.7708387656634226,0,0.7355623202069413,0,2,0,0.360816504566226,0,1,0
123682,0,3,0,0,2,0,0,1,-0.7575568358307649,4.75,0.8645,0.6394630093326261,0.4242137787824757,1,1,1,-0.6347210427873761,1,1,0,0,-0.7187956048546227,0,0.3385420311607819,0,5,1,-0.5365675463647099,3,1,0
36960,0,3,0,0,3,0,0,1,0.0261751054176269,4.875,1.017,-0.4324749546152277,0.4242137787824757,1,1,1,-0.4755183825232477,1,1,0,0,-0.1131200915670658,1,0.278125900218975,0,2,0,1.1916083223506273,3,1,0
33370,0,3,0,0,3,0,0,1,1.111342408684631,4.045968225309774,0.4462214556572678,-0.0008669150627598,0.4242137787824757,1,1,1,-0.001947176924081,1,1,0,0,1.032752501139123,2,-0.0325856303388888,1,2,1,0.0008370771811712,3,1,1
37473,0,1,0,0,0,0,0,1,-1.5412887770791568,4.99,0.9219,-0.3822694389977928,0.4242137787824757,0,1,1,-1.2715316838438893,1,1,0,0,1.032752501139123,0,-1.1977538699308787,1,6,1,-1.6225376682334764,0,1,0
129383,0,1,0,0,3,0,0,1,1.533351915510688,3.75,-0.0333,-1.2203153535349762,0.4242137787824757,1,1,1,4.340362090466632,1,1,0,0,4.404891845388764,0,0.8650254579393847,1,4,0,-2.07899233678669,3,1,0
114717,0,1,0,1,0,0,0,0,0.8099070466660188,4.045968225309774,0.4462214556572678,-0.0008669150627598,0.4242137787824757,1,1,1,-0.001947176924081,1,1,0,0,-0.129489700034297,2,1.4346632639621353,1,4,0,0.0008370771811712,3,1,1
30733,0,0,0,0,2,0,0,1,0.9304811914734636,3.99,0.3867,0.6273943757707426,0.4242137787824757,1,1,1,1.9125215214386764,1,1,0,0,-0.3259250016410723,1,-0.4209750435362188,0,4,1,-1.3156613305171518,0,1,0
89660,0,1,0,1,2,0,0,0,0.2070363226287942,3.99,1.7708,0.4799098807004177,-1.6401113305754231,1,1,1,-0.1173123969289591,1,1,0,0,0.3452289455154096,0,-0.6194851880592985,1,5,1,0.4761684955835458,0,1,0
77203,0,2,0,1,2,1,0,0,-1.058992197849377,4.045968225309774,0.4462214556572678,-0.0008669150627598,0.4242137787824757,1,1,1,-1.191930353711825,1,1,0,0,-1.0952965996009418,0,0.7700858236022596,0,2,1,0.8105825985217854,0,1,1
33133,0,1,1,0,1,0,0,1,-0.3958344014084302,4.0,0.4538,-0.7308115762649855,0.4242137787824757,1,1,1,0.0418902633351691,1,1,0,0,-0.5714691286495412,3,-0.5418073054198326,1,4,0,-1.1201034520541289,0,1,0
87232,1,1,0,1,2,0,0,0,1.4730648431069655,4.25,0.886,1.136107555708512,0.4242137787824757,1,1,1,0.9573055598539068,1,1,0,0,1.6220584059594485,1,-1.17186124238439,1,5,0,0.3968159966105204,0,1,0
45098,0,3,0,1,2,0,0,0,-0.9384180530419324,4.045968225309774,0.4462214556572678,-0.0008669150627598,0.4242137787824757,1,1,1,-0.001947176924081,1,1,0,0,-1.046187774199248,2,0.1659245141841908,1,2,1,0.0008370771811712,3,1,1
153092,0,2,0,0,3,1,0,1,1.4127777707032432,4.56,0.7076,5.013317324407943,0.4242137787824757,1,1,1,0.7981028995897785,1,1,0,0,1.0654917180735854,1,1.6418042843340446,0,5,1,0.5864383754279745,2,1,0
129543,0,0,0,0,3,0,0,1,1.2922036258957983,3.625,0.1747,1.6761567013170404,0.4242137787824757,1,1,1,0.7583022345237465,1,1,0,0,0.247011294712022,3,-0.4813911744780256,0,4,0,0.4843572100925528,3,1,0
64240,0,2,0,1,0,0,0,0,-0.8781309806382098,4.5,1.8566,-0.9873887948092568,0.4242137787824757,1,1,1,-1.152129688645793,1,1,0,0,-0.8988612979941666,1,1.2102604918925668,0,4,0,1.498725476524723,0,1,0
106976,0,2,0,0,2,0,0,1,0.6290458294548514,4.045968225309774,0.4462214556572678,-0.0008669150627598,0.4242137787824757,1,1,1,-0.001947176924081,1,1,0,0,-0.1131200915670658,2,0.5715756790791798,1,4,1,0.0008370771811712,3,1,1
120054,0,2,1,0,3,0,0,1,1.3524906982995208,4.045968225309774,0.4462214556572678,-0.0008669150627598,-2.6722738852543726,1,1,1,0.519498244127554,1,1,0,0,0.5416642471221849,1,0.1055083832423839,0,4,0,1.0515106633746922,0,1,1
66755,0,3,0,0,2,0,0,1,0.9304811914734636,4.5,0.1522,1.391421912436868,0.4242137787824757,0,1,1,1.3553122105142277,1,1,0,0,3.8319555490356696,3,-0.4813911744780256,1,7,1,-0.8143551026691279,3,1,0
32428,0,3,0,1,2,0,0,0,-0.6369826910233201,4.045968225309774,0.4462214556572678,-0.0008669150627598,0.4242137787824757,1,1,0,-0.8735250331835684,1,1,0,0,-0.980709340330323,3,1.7194821669735103,1,7,1,0.8161088534020724,3,1,1
46257,0,1,1,0,3,0,0,1,-0.4561214738121527,4.625,0.551,-1.0084789733313193,0.4242137787824757,1,1,1,-0.7541230379854723,1,1,0,0,0.0342063846380155,3,-0.4382367952338779,1,2,1,0.8950070703664371,0,1,0
59218,0,1,0,0,0,0,0,1,-0.4561214738121527,4.25,0.4478,-1.2203153535349762,0.4242137787824757,1,1,1,-0.8337243681175364,1,1,0,0,-0.5387299117150788,0,-1.5257271521864018,1,1,0,1.290659898715337,0,1,0
90548,0,3,0,0,3,0,0,1,0.6893329018585739,4.045968225309774,0.4462214556572678,-0.0008669150627598,0.4242137787824757,1,1,1,0.4000962489294578,1,1,0,0,0.4434465963187972,0,0.6233609341721572,0,4,1,0.2146032867670943,3,1,1
41509,0,3,0,0,3,0,0,1,-0.2149731841972628,3.625,0.1632,1.719364340449953,0.4242137787824757,1,1,1,-0.5153190475892798,1,1,0,0,0.492555421720491,3,1.305200126229692,0,2,1,0.6701863031696172,3,1,0
96874,0,1,0,0,0,0,0,1,2.437658001566525,4.25,0.5567,-1.021169382894311,0.4242137787824757,1,1,1,1.7931195262405804,1,1,0,0,1.5074711466888295,1,-1.0251363529542876,1,4,0,0.3464675140324031,3,1,0
58430,0,3,0,0,2,0,0,1,1.4127777707032432,4.75,0.9698,-1.2203153535349762,0.4242137787824757,1,1,1,1.5145148707783558,1,1,0,0,0.1324240354414032,1,0.6492535617186459,0,6,0,-0.4314431131514473,3,1,0
166095,0,2,0,1,0,0,0,0,-0.8178439082344874,3.99,1.5778,-0.0229060821336729,0.4242137787824757,1,1,1,-1.112329023579761,1,1,0,0,-0.1131200915670658,0,-0.8870423393730147,0,4,1,1.501305628435491,0,1,0
35848,0,0,0,0,2,0,0,1,0.568758757051129,4.045968225309774,0.4462214556572678,-0.0008669150627598,0.4242137787824757,1,1,0,0.2408935886653295,1,1,0,0,-0.4732514778461537,0,1.0203812232183167,0,2,1,0.3316824027085203,3,1,1
149862,0,1,0,1,3,0,0,0,-0.3355473290047077,3.75,1.0706,-1.2203153535349762,0.4242137787824757,1,1,1,-0.7143223729194402,1,1,0,0,-0.0001963155942389,1,-0.5590690571174917,1,4,0,1.1175199870817394,0,1,0
46049,0,1,0,0,3,0,0,1,0.1467492502250718,4.625,0.6307,-0.277490527904206,0.4242137787824757,0,1,1,-0.4357177174572157,1,1,0,0,-0.1458593085015283,3,-0.8352570842800374,1,4,1,1.3623281760560924,0,1,0
30129,0,0,0,0,2,0,0,1,0.990768263877186,4.045968225309774,0.4462214556572678,-0.0008669150627598,0.4242137787824757,1,1,1,0.9573055598539068,1,0,0,1,-1.029818165732017,1,0.7096696926604528,0,6,1,-0.2535960647393511,0,1,1
137824,0,1,0,2,0,0,0,1,0.0261751054176269,2.99,-0.6132,0.0058578163523774,0.4242137787824757,1,1,1,-0.5153190475892798,1,1,0,0,0.3452289455154096,3,1.693589539427022,1,2,0,1.351387101842854,0,1,0
86787,0,2,0,0,0,0,0,1,-0.5766956186195975,4.045968225309774,0.4462214556572678,-0.0008669150627598,0.4242137787824757,0,1,1,-0.001947176924081,1,1,0,0,-0.4077730439772286,2,-0.5159146778733439,1,2,0,0.0008370771811712,3,1,1
62101,0,1,0,0,2,0,0,1,-0.2149731841972628,4.045968225309774,0.4462214556572678,-0.0008669150627598,0.4242137787824757,1,1,1,-0.001947176924081,1,1,0,0,0.1324240354414032,2,1.3915088847179875,1,2,1,0.0008370771811712,0,1,1
170290,0,3,0,0,2,0,0,1,-0.9987051254456548,4.99,0.9245,-1.0221773551693991,-2.6722738852543726,1,1,1,-0.9929270283816648,1,1,0,0,-0.6205779540512351,0,-0.6540086914546167,0,4,1,-0.0766347554958796,3,1,0
86092,0,2,0,2,0,0,0,1,0.448184612243684,3.25,-0.3335,-0.6702057949892618,0.4242137787824757,1,1,1,-0.2765150571930874,1,1,0,0,-0.1785985254359909,0,-0.7489483257917419,0,2,0,1.5255383108984588,0,1,0
121783,0,2,1,0,3,0,0,1,-1.3604275598679894,4.75,0.7505,-0.0773134132120133,-0.6079487758964737,1,1,1,-1.3511330139759534,1,1,0,0,-0.9643397318630916,3,0.8822872096370438,0,5,1,0.1306805926247586,0,1,0
78163,0,0,0,0,3,0,0,1,-0.1546861117935404,4.375,0.061,-1.0005233300873255,0.4242137787824757,1,1,1,-0.3561163873251515,1,1,0,0,0.2633809031792533,3,-1.655190289918845,0,5,0,0.3061583632597108,2,1,0
123397,0,1,0,0,3,0,0,1,0.448184612243684,3.99,0.3243,0.8059599469709996,0.4242137787824757,1,1,1,1.1961095502500991,1,2,0,0,1.474731929754367,3,-0.3087736575014346,1,5,1,-1.237153757905471,0,1,0
